datetime,farm_id,system_type,species,temperature_celsius,ph,dissolved_oxygen_mg_per_L,ammonia_nh4_mg_per_L,nitrate_mg_per_L,conductivity_uS_per_cm,turbidity_NTU,water_quality_status
2021-09-06 09:21:00,Farm_20,pond,carp,23.7,8.19,5.78,1.6138,16.43,1311.0,35.31,good
2021-09-06 13:04:00,Farm_02,pond,carp,26.4,8.82,7.33,0.8719,8.82,1813.0,37.68,good
2021-09-06 13:15:00,Farm_13,raceway,salmon,15.4,7.86,9.14,1.8689,19.55,429.0,29.79,good
2021-09-06 13:26:00,Farm_16,cage,salmon,16.2,8.81,7.7,1.252,3.08,1652.0,8.91,fair
2021-09-06 15:40:00,Farm_01,cage,salmon,16.3,8.37,6.35,1.4082,4.17,1184.0,31.59,fair
2021-09-06 16:34:00,Farm_10,raceway,salmon,13.2,7.25,9.31,2.0,18.7,777.0,10.87,fair
2021-09-07 11:55:00,Farm_11,tank,bass,20.5,7.74,8.11,1.5829,6.89,283.0,12.39,good
2021-09-07 12:08:00,Farm_12,pond,hybrid_striped_bass,20.8,9.23,7.66,1.0843,6.88,505.0,95.29,fair
2021-09-07 14:06:00,Farm_11,raceway,trout,15.3,8.1,8.37,2.0,26.38,912.0,15.03,good
2021-09-08 09:09:00,Farm_04,pond,tilapia,25.5,8.93,6.43,0.7794,1.55,611.0,58.67,good
2021-09-08 10:24:00,Farm_20,tank,shrimp,27.6,7.56,6.69,1.2589,17.23,3380.0,59.74,good
2021-09-08 13:07:00,Farm_09,cage,salmon,15.5,8.85,7.31,0.6118,0.83,39930.0,22.55,fair
2021-09-09 09:55:00,Farm_06,tank,bass,20.4,6.95,7.99,2.0,9.09,501.0,17.43,good
2021-09-09 15:46:00,Farm_11,raceway,trout,13.2,7.71,7.97,0.8444,8.71,1056.0,33.18,fair
2021-09-10 06:05:00,Farm_13,pond,hybrid_striped_bass,16.9,9.17,4.81,1.1372,7.6,731.0,14.28,poor
2021-09-10 13:15:00,Farm_07,recirculating,tilapia,24.9,7.44,8.95,0.9052,31.47,752.0,9.31,good
2021-09-10 13:31:00,Farm_10,cage,salmon,14.1,7.5,8.94,1.8333,2.26,123.0,20.14,fair
2021-09-10 18:10:00,Farm_16,pond,hybrid_striped_bass,22.6,7.77,6.93,2.0,8.24,145.0,56.53,good
2021-09-11 11:03:00,Farm_02,raceway,salmon,12.9,7.74,7.87,1.4417,9.72,860.0,15.95,fair
2021-09-12 13:38:00,Farm_16,raceway,salmon,12.0,7.95,8.89,1.3114,13.35,515.0,10.49,fair
2021-09-12 14:00:00,Farm_04,tank,shrimp,26.6,7.43,9.52,1.8015,5.16,3147.0,7.65,good
2021-09-13 08:56:00,Farm_09,tank,bass,20.5,6.88,7.65,2.0,15.46,1004.0,14.46,good
2021-09-13 18:25:00,Farm_12,pond,tilapia,27.9,7.27,5.92,1.3417,13.48,1192.0,15.78,good
2021-09-14 09:23:00,Farm_18,raceway,salmon,13.4,7.75,7.99,1.1841,5.5,480.0,14.72,fair
2021-09-14 12:03:00,Farm_19,pond,hybrid_striped_bass,21.2,8.17,7.52,1.4956,5.33,1038.0,92.64,good
2021-09-15 07:24:00,Farm_17,cage,salmon,15.0,6.93,5.81,1.3272,6.22,484.0,16.32,fair
2021-09-15 18:35:00,Farm_09,recirculating,tilapia,24.5,7.66,6.73,1.0491,46.5,524.0,6.05,good
2021-09-16 16:39:00,Farm_04,pond,carp,24.4,7.21,5.91,2.0,4.5,399.0,32.38,good
2021-09-17 07:25:00,Farm_12,tank,bass,18.4,7.49,5.66,1.9167,13.81,1172.0,3.66,good
2021-09-18 06:02:00,Farm_02,pond,carp,25.4,7.24,5.62,1.2093,9.33,1742.0,91.92,good
2021-09-18 14:23:00,Farm_05,raceway,trout,11.5,7.52,8.68,2.0,13.02,924.0,10.48,fair
2021-09-18 15:32:00,Farm_13,pond,hybrid_striped_bass,19.6,8.2,7.95,0.6781,3.52,263.0,79.4,good
2021-09-19 17:21:00,Farm_16,pond,hybrid_striped_bass,19.9,7.32,5.15,0.8595,8.81,339.0,28.6,good
2021-09-20 13:09:00,Farm_20,pond,hybrid_striped_bass,19.3,7.99,6.75,2.0,15.54,1319.0,200.0,good
2021-09-21 08:20:00,Farm_20,tank,bass,18.5,7.39,7.57,1.3205,17.3,520.0,16.8,good
2021-09-21 08:25:00,Farm_20,raceway,salmon,14.8,6.76,7.66,1.8509,4.19,1122.0,18.28,fair
2021-09-22 15:21:00,Farm_17,pond,hybrid_striped_bass,17.7,7.1,8.01,1.3093,16.73,936.0,32.52,good
2021-09-23 11:43:00,Farm_04,tank,shrimp,26.7,8.3,8.55,2.0,14.05,2400.0,12.57,good
2021-09-23 13:52:00,Farm_01,tank,bass,18.3,7.47,7.2,0.771,6.05,1081.0,11.4,good
2021-09-23 14:31:00,Farm_19,raceway,salmon,15.0,7.96,9.29,0.5219,9.66,1061.0,23.38,good
2021-09-24 13:16:00,Farm_19,recirculating,tilapia,24.0,7.02,9.64,1.853,56.87,741.0,11.55,good
2021-09-24 15:19:00,Farm_01,recirculating,tilapia,22.6,7.12,10.05,0.2989,11.35,229.0,2.45,good
2021-09-25 09:46:00,Farm_02,recirculating,tilapia,26.2,6.88,11.06,1.3234,91.54,283.0,1.94,good
2021-09-26 13:10:00,Farm_17,recirculating,tilapia,25.5,7.69,8.17,1.9765,34.39,262.0,5.32,good
2021-09-27 16:15:00,Farm_02,recirculating,tilapia,25.4,7.4,8.29,0.3904,30.49,337.0,22.45,good
2021-09-27 18:53:00,Farm_13,pond,carp,25.4,6.81,6.87,1.0991,1.56,286.0,47.17,good
2021-09-28 12:44:00,Farm_07,tank,shrimp,26.4,7.51,7.52,1.7957,19.17,1940.0,5.42,good
2021-09-28 13:20:00,Farm_14,pond,carp,23.3,7.38,7.83,2.0,4.26,238.0,113.33,good
2021-09-28 17:07:00,Farm_07,pond,tilapia,22.2,7.01,5.71,1.4037,9.42,540.0,47.19,good
2021-09-29 14:49:00,Farm_20,cage,salmon,15.3,7.73,7.89,0.809,1.69,895.0,7.94,fair
2021-09-29 17:46:00,Farm_02,pond,carp,21.9,7.9,4.82,1.204,11.73,436.0,10.72,fair
2021-09-30 14:13:00,Farm_18,tank,bass,20.8,7.47,7.2,0.9663,17.61,933.0,13.21,good
2021-10-01 11:11:00,Farm_15,pond,hybrid_striped_bass,21.2,8.77,7.59,1.9616,13.09,1462.0,91.69,good
2021-10-01 16:30:00,Farm_17,tank,shrimp,28.7,7.95,8.82,0.8273,9.35,3423.0,5.65,good
2021-10-02 11:34:00,Farm_12,raceway,salmon,12.7,8.0,9.14,1.0549,5.09,702.0,2.29,fair
2021-10-02 15:30:00,Farm_07,raceway,trout,14.4,7.06,9.02,0.8105,8.5,684.0,11.41,fair
2021-10-03 10:35:00,Farm_10,raceway,trout,16.7,7.27,9.33,0.7285,6.16,931.0,6.68,good
2021-10-04 10:49:00,Farm_10,raceway,trout,12.3,8.03,7.73,0.6334,1.17,159.0,3.22,fair
2021-10-04 17:45:00,Farm_16,tank,bass,16.9,8.34,8.32,1.1624,13.18,542.0,12.45,good
2021-10-05 13:22:00,Farm_18,raceway,salmon,10.3,8.08,8.59,1.9367,26.53,396.0,96.35,fair
2021-10-06 10:07:00,Farm_19,pond,hybrid_striped_bass,18.8,7.36,7.7,1.225,14.45,251.0,73.11,good
2021-10-07 12:57:00,Farm_13,tank,bass,16.2,7.89,9.26,0.6017,11.6,803.0,13.14,good
2021-10-08 18:51:00,Farm_05,raceway,salmon,12.4,6.97,7.63,1.7015,19.33,1023.0,8.42,fair
2021-10-09 06:18:00,Farm_03,tank,bass,19.6,8.02,5.92,2.0,24.63,438.0,18.27,good
2021-10-10 13:41:00,Farm_09,cage,salmon,12.9,8.27,6.38,0.8122,1.47,511.0,14.35,poor
2021-10-11 09:12:00,Farm_18,raceway,salmon,13.5,7.36,7.56,0.8487,9.08,948.0,10.22,fair
2021-10-12 07:39:00,Farm_19,raceway,trout,14.7,7.2,8.27,2.0,8.78,896.0,2.68,fair
2021-10-12 09:03:00,Farm_17,raceway,trout,11.4,7.05,8.06,0.8377,20.39,238.0,2.56,fair
2021-10-12 14:44:00,Farm_09,pond,carp,22.3,9.24,8.46,1.5475,5.45,1840.0,15.58,fair
2021-10-13 16:14:00,Farm_02,pond,catfish,20.8,8.4,6.13,0.8212,17.11,957.0,52.63,good
2021-10-14 12:21:00,Farm_16,pond,catfish,20.6,8.17,6.54,1.6602,15.46,2024.0,49.65,good
2021-10-15 16:49:00,Farm_05,pond,tilapia,22.8,7.55,5.75,1.8137,7.09,723.0,98.92,good
2021-10-16 14:59:00,Farm_06,tank,shrimp,27.9,6.95,8.26,1.1369,25.97,3755.0,6.14,good
2021-10-17 16:59:00,Farm_16,cage,salmon,12.9,7.26,6.77,0.8143,1.24,40927.0,4.36,poor
2021-10-18 16:12:00,Farm_10,tank,bass,20.3,7.28,8.8,1.8117,7.81,778.0,20.12,good
2021-10-19 10:41:00,Farm_02,pond,catfish,19.3,8.44,6.93,1.6346,14.42,1325.0,20.82,good
2021-10-19 16:36:00,Farm_08,pond,hybrid_striped_bass,18.6,8.76,6.91,0.9917,22.02,211.0,38.05,good
2021-10-20 12:56:00,Farm_06,pond,tilapia,22.1,8.52,8.29,0.7451,15.15,376.0,125.18,good
2021-10-20 17:46:00,Farm_02,pond,carp,23.3,7.4,5.93,1.2012,4.87,1655.0,53.66,good
2021-10-21 12:50:00,Farm_16,pond,carp,23.5,8.42,8.26,1.65,2.83,1353.0,30.04,good
2021-10-22 17:55:00,Farm_10,pond,tilapia,18.3,7.18,6.65,1.0201,11.21,1336.0,61.6,good
2021-10-23 06:19:00,Farm_19,recirculating,tilapia,22.7,7.57,8.93,0.8691,45.08,455.0,4.6,good
2021-10-24 07:59:00,Farm_11,raceway,salmon,11.1,7.71,8.79,1.0375,20.13,1044.0,6.72,fair
2021-10-25 13:41:00,Farm_18,pond,hybrid_striped_bass,16.5,8.92,8.37,1.2881,14.2,464.0,58.08,fair
2021-10-25 13:56:00,Farm_05,pond,hybrid_striped_bass,13.8,9.3,7.46,1.7809,10.18,401.0,89.34,poor
2021-10-26 11:10:00,Farm_15,raceway,salmon,14.2,7.8,7.99,1.0033,23.73,336.0,5.97,fair
2021-10-26 13:17:00,Farm_07,pond,catfish,21.4,8.28,7.63,1.6871,15.06,324.0,56.96,good
2021-10-26 17:11:00,Farm_01,tank,bass,19.2,7.75,7.5,1.5325,25.35,562.0,3.02,good
2021-10-26 18:18:00,Farm_19,raceway,trout,12.5,7.04,8.02,1.2793,17.89,933.0,2.82,fair
2021-10-27 08:39:00,Farm_13,tank,shrimp,24.6,7.72,7.69,0.9008,12.66,2756.0,14.04,good
2021-10-28 14:20:00,Farm_03,tank,shrimp,24.8,7.69,8.96,1.096,18.93,2974.0,10.07,good
2021-10-29 16:06:00,Farm_06,pond,carp,21.8,8.92,7.61,1.2748,18.13,1743.0,65.58,good
2021-10-30 13:20:00,Farm_08,pond,tilapia,21.0,7.4,5.73,1.5148,21.27,423.0,106.84,good
2021-10-31 10:24:00,Farm_08,cage,salmon,11.3,7.1,9.15,0.8992,1.36,1769.0,11.03,fair
2021-10-31 15:46:00,Farm_19,pond,tilapia,16.7,8.66,7.16,2.0,7.42,1219.0,36.53,fair
2021-10-31 18:17:00,Farm_11,raceway,salmon,11.3,8.21,8.54,0.8875,26.98,429.0,6.09,fair
2021-11-01 10:41:00,Farm_12,raceway,trout,10.3,7.71,8.7,1.7337,20.81,1111.0,9.24,fair
2021-11-02 06:42:00,Farm_04,cage,salmon,14.1,7.17,7.39,0.7255,2.34,46148.0,11.69,fair
2021-11-03 10:10:00,Farm_13,pond,hybrid_striped_bass,12.5,8.39,8.41,1.52,12.72,1381.0,115.92,fair
2021-11-04 15:14:00,Farm_08,pond,carp,17.5,8.27,8.33,1.2598,7.11,1063.0,82.18,good
2021-11-04 16:58:00,Farm_10,tank,bass,19.3,7.91,8.47,1.3213,5.34,1229.0,10.19,good
2021-11-04 17:49:00,Farm_10,pond,catfish,19.6,7.83,5.11,1.2044,14.06,774.0,4.74,good
2021-11-05 13:09:00,Farm_15,recirculating,tilapia,23.3,7.56,8.8,1.8501,80.34,500.0,5.61,good
2021-11-06 11:26:00,Farm_18,cage,salmon,12.5,7.43,9.08,1.2508,0.73,686.0,52.77,fair
2021-11-07 14:28:00,Farm_17,tank,bass,15.1,7.97,6.03,1.2549,16.88,263.0,2.4,good
2021-11-07 16:48:00,Farm_20,pond,catfish,23.4,7.18,7.31,1.9066,9.26,1714.0,21.24,good
2021-11-07 18:34:00,Farm_07,raceway,trout,11.6,6.92,8.58,1.029,6.84,1278.0,6.76,fair
2021-11-08 07:58:00,Farm_19,pond,catfish,20.6,7.64,8.18,1.1981,9.49,1239.0,10.45,good
2021-11-09 06:53:00,Farm_18,pond,hybrid_striped_bass,13.6,6.96,7.5,1.2894,10.27,812.0,20.61,fair
2021-11-09 09:36:00,Farm_18,pond,carp,20.0,9.05,6.94,1.642,12.03,1400.0,6.4,fair
2021-11-10 08:20:00,Farm_17,cage,salmon,11.6,7.96,6.12,1.0337,1.76,1517.0,14.22,poor
2021-11-11 07:43:00,Farm_07,recirculating,tilapia,21.7,7.2,8.88,0.7616,23.31,669.0,2.73,good
2021-11-12 13:05:00,Farm_17,cage,salmon,11.2,6.97,7.04,0.7641,1.86,47198.0,9.16,fair
2021-11-13 18:03:00,Farm_15,pond,carp,15.8,8.55,6.43,0.7315,4.6,551.0,20.02,fair
2021-11-14 14:26:00,Farm_15,recirculating,tilapia,23.6,7.03,8.21,0.5226,61.06,381.0,12.79,good
2021-11-15 06:35:00,Farm_15,raceway,salmon,11.8,8.15,7.95,0.692,6.79,522.0,8.73,fair
2021-11-16 17:01:00,Farm_13,raceway,salmon,12.3,8.05,9.32,1.2714,17.47,1101.0,10.24,fair
2021-11-17 06:47:00,Farm_07,recirculating,tilapia,24.2,6.82,9.07,1.0701,46.4,473.0,2.33,good
2021-11-18 07:02:00,Farm_14,tank,bass,17.8,8.14,8.34,0.9469,6.61,707.0,9.03,good
2021-11-18 07:59:00,Farm_16,pond,tilapia,16.8,8.59,4.66,2.0,9.53,668.0,44.55,poor
2021-11-18 17:04:00,Farm_18,pond,tilapia,18.4,7.24,5.87,0.4249,7.88,1136.0,6.86,good
2021-11-19 10:26:00,Farm_06,pond,carp,17.0,7.78,8.48,1.9551,10.62,630.0,99.78,good
2021-11-20 18:41:00,Farm_14,tank,bass,19.0,7.26,7.37,1.3095,13.58,266.0,1.77,good
2021-11-21 12:28:00,Farm_13,tank,shrimp,27.3,6.99,6.37,2.0,12.87,3432.0,4.75,good
2021-11-22 07:43:00,Farm_18,pond,carp,17.5,8.79,6.87,0.7307,3.73,1951.0,39.79,fair
2021-11-23 16:55:00,Farm_12,pond,catfish,17.9,7.65,8.57,2.0,18.33,1913.0,69.0,good
2021-11-24 08:34:00,Farm_13,pond,hybrid_striped_bass,11.4,9.03,6.68,0.7327,18.77,899.0,64.38,poor
2021-11-25 08:46:00,Farm_08,pond,tilapia,19.5,9.03,8.52,1.2276,4.78,1608.0,28.87,fair
2021-11-26 16:46:00,Farm_18,tank,shrimp,28.0,7.55,7.46,1.0966,7.88,4366.0,2.5,good
2021-11-26 18:01:00,Farm_10,cage,salmon,11.3,7.28,7.76,0.5674,4.87,1633.0,8.41,fair
2021-11-27 14:24:00,Farm_08,raceway,trout,9.7,7.84,9.02,1.3233,11.64,368.0,8.31,fair
2021-11-28 09:59:00,Farm_04,pond,tilapia,17.9,7.75,6.68,1.5343,21.24,1288.0,33.78,good
2021-11-28 13:22:00,Farm_05,raceway,salmon,10.5,7.26,10.74,1.0319,30.41,964.0,9.93,fair
2021-11-28 18:42:00,Farm_14,recirculating,tilapia,23.4,7.38,9.04,1.1246,63.19,341.0,0.53,good
2021-11-29 18:59:00,Farm_01,raceway,trout,10.7,8.29,8.19,0.8243,4.07,401.0,2.04,fair
2021-11-30 09:04:00,Farm_04,recirculating,tilapia,21.1,7.1,8.55,0.7663,34.86,257.0,4.01,good
2021-12-01 06:28:00,Farm_20,pond,tilapia,18.7,7.48,6.66,1.6191,13.51,983.0,38.15,good
2021-12-02 09:47:00,Farm_02,tank,shrimp,26.0,7.6,6.56,0.7896,11.47,2638.0,2.3,good
2021-12-02 13:14:00,Farm_18,raceway,trout,9.6,6.84,9.29,1.6964,8.39,286.0,3.35,fair
2021-12-03 14:18:00,Farm_08,recirculating,tilapia,24.1,7.53,10.14,0.4578,56.3,820.0,2.29,good
2021-12-03 18:55:00,Farm_02,pond,carp,19.4,6.72,6.38,1.9338,11.3,1783.0,16.05,good
2021-12-04 09:19:00,Farm_05,pond,hybrid_striped_bass,12.4,7.04,7.34,2.0,8.32,1367.0,108.02,fair
2021-12-04 09:26:00,Farm_10,raceway,salmon,11.7,7.7,8.66,1.1942,19.78,511.0,6.76,fair
2021-12-04 11:36:00,Farm_20,tank,bass,17.1,8.42,8.94,1.8792,13.21,1083.0,8.48,good
2021-12-05 06:35:00,Farm_19,pond,carp,16.0,8.23,6.12,1.4564,9.06,1262.0,44.16,good
2021-12-06 16:43:00,Farm_14,pond,hybrid_striped_bass,12.3,7.05,7.72,1.7984,8.42,333.0,25.27,fair
2021-12-07 13:03:00,Farm_12,tank,shrimp,21.6,8.07,6.71,0.9694,7.45,3430.0,3.78,good
2021-12-07 18:33:00,Farm_11,tank,shrimp,26.2,7.84,8.06,1.1596,5.83,1927.0,5.62,good
2021-12-08 08:48:00,Farm_18,cage,salmon,12.3,7.99,6.18,1.1003,1.23,1234.0,10.46,poor
2021-12-08 12:09:00,Farm_10,tank,shrimp,22.5,7.29,8.11,1.1178,12.34,2633.0,7.72,good
2021-12-09 09:54:00,Farm_08,raceway,salmon,10.4,7.55,8.0,1.3269,3.4,1243.0,5.23,fair
2021-12-09 17:09:00,Farm_15,pond,tilapia,16.8,8.62,5.4,1.391,15.73,1474.0,35.85,fair
2021-12-10 14:26:00,Farm_14,pond,hybrid_striped_bass,11.2,8.27,8.21,1.87,15.85,1427.0,55.24,fair
2021-12-11 10:13:00,Farm_11,pond,catfish,19.2,7.22,7.51,0.9269,19.83,1362.0,14.1,good
2021-12-11 13:54:00,Farm_12,pond,catfish,15.0,8.23,7.41,2.0,6.65,240.0,17.13,good
2021-12-11 14:08:00,Farm_13,raceway,trout,10.4,8.38,10.9,0.777,11.85,953.0,9.52,fair
2021-12-11 14:46:00,Farm_07,pond,tilapia,19.0,7.46,7.25,1.1782,8.97,1082.0,63.46,good
2021-12-12 10:24:00,Farm_20,recirculating,tilapia,22.7,7.16,8.62,1.1372,56.42,457.0,3.67,good
2021-12-13 06:55:00,Farm_03,raceway,trout,9.0,8.05,9.5,1.0062,10.68,545.0,9.61,fair
2021-12-14 18:48:00,Farm_19,pond,hybrid_striped_bass,10.4,8.49,7.18,0.7507,9.76,394.0,29.61,fair
2021-12-15 09:30:00,Farm_07,tank,bass,19.3,7.85,9.05,2.0,7.79,1183.0,4.02,good
2021-12-16 10:58:00,Farm_01,raceway,trout,9.4,7.12,9.58,0.8601,13.62,333.0,4.9,fair
2021-12-17 09:47:00,Farm_04,cage,salmon,8.3,8.26,9.89,0.5982,0.63,1511.0,10.27,fair
2021-12-18 09:44:00,Farm_20,raceway,trout,12.5,8.09,9.66,0.8537,5.1,1043.0,2.83,fair
2021-12-19 12:58:00,Farm_08,pond,hybrid_striped_bass,12.5,8.7,7.87,1.1509,8.81,1850.0,58.49,fair
2021-12-20 11:49:00,Farm_10,tank,shrimp,23.4,8.04,9.76,0.827,11.06,2959.0,4.75,good
2021-12-20 13:34:00,Farm_12,raceway,salmon,11.1,7.38,9.33,0.7175,18.3,301.0,4.68,fair
2021-12-21 10:23:00,Farm_17,cage,salmon,8.5,6.86,7.1,1.4108,3.45,535.0,1.59,fair
2021-12-21 13:06:00,Farm_16,tank,bass,18.5,8.24,9.61,0.7969,4.09,399.0,7.33,good
2021-12-22 09:23:00,Farm_11,tank,shrimp,26.4,7.26,9.5,1.6227,24.6,3601.0,2.27,good
2021-12-23 06:36:00,Farm_08,pond,carp,17.8,7.52,5.87,2.0,8.74,1903.0,24.53,fair
2021-12-24 06:16:00,Farm_18,recirculating,tilapia,22.7,7.21,8.07,1.4951,29.55,792.0,0.5,good
2021-12-25 08:12:00,Farm_11,raceway,trout,10.8,8.16,9.7,1.1194,5.57,850.0,2.98,fair
2021-12-25 12:36:00,Farm_08,cage,salmon,8.2,7.26,9.76,0.5202,2.05,45587.0,10.57,fair
2021-12-25 15:46:00,Farm_14,raceway,salmon,13.5,8.25,8.64,0.9726,32.83,785.0,3.46,fair
2021-12-26 14:41:00,Farm_11,raceway,salmon,11.5,8.35,9.49,1.0261,5.73,753.0,6.43,fair
2021-12-27 18:52:00,Farm_16,cage,salmon,13.2,7.42,7.16,0.6843,1.11,357.0,5.34,fair
2021-12-28 13:10:00,Farm_12,pond,carp,15.6,7.44,9.22,1.5359,11.68,791.0,64.35,good
2021-12-29 08:46:00,Farm_18,cage,salmon,9.5,7.75,8.0,2.0,2.35,296.0,2.33,fair
2021-12-29 08:58:00,Farm_18,pond,tilapia,17.7,7.1,7.73,1.4045,2.78,581.0,33.29,good
2021-12-29 14:02:00,Farm_03,pond,tilapia,17.0,7.04,7.47,0.597,10.77,1890.0,46.78,good
2021-12-30 18:00:00,Farm_14,pond,carp,15.7,8.26,5.7,0.9474,12.82,1821.0,7.57,fair
2021-12-31 16:14:00,Farm_03,pond,carp,18.8,8.56,6.74,1.2498,15.88,1824.0,27.32,good
2022-01-01 06:13:00,Farm_17,cage,salmon,13.6,8.4,6.91,1.0784,3.43,48672.0,1.17,poor
2022-01-02 11:03:00,Farm_20,recirculating,tilapia,22.6,7.78,8.66,0.7229,25.72,258.0,1.34,good
2022-01-03 13:42:00,Farm_16,pond,tilapia,15.9,8.76,9.07,1.332,14.21,1887.0,31.54,fair
2022-01-04 06:34:00,Farm_18,tank,shrimp,22.6,7.37,6.95,0.603,22.54,4357.0,2.39,good
2022-01-05 06:01:00,Farm_17,raceway,salmon,11.3,7.93,8.2,0.6668,17.88,653.0,36.12,fair
2022-01-06 14:18:00,Farm_01,pond,hybrid_striped_bass,14.0,8.83,9.27,1.6093,9.07,1997.0,28.47,fair
2022-01-07 17:43:00,Farm_14,pond,carp,18.1,8.73,7.18,0.7075,15.31,1258.0,12.13,good
2022-01-08 07:58:00,Farm_04,pond,hybrid_striped_bass,12.4,9.38,5.05,1.4025,10.35,1433.0,13.54,poor
2022-01-08 08:15:00,Farm_07,recirculating,tilapia,21.5,7.12,8.33,0.5208,40.51,532.0,3.06,good
2022-01-09 14:16:00,Farm_12,raceway,salmon,9.4,8.33,8.16,2.0,22.15,203.0,4.65,fair
2022-01-10 12:29:00,Farm_19,raceway,trout,12.4,7.56,6.59,0.963,26.14,626.0,8.83,poor
2022-01-10 18:25:00,Farm_03,tank,bass,18.3,8.05,7.06,0.7293,14.17,504.0,6.56,good
2022-01-11 12:24:00,Farm_13,pond,hybrid_striped_bass,13.4,7.42,8.0,1.2548,3.65,640.0,38.57,fair
2022-01-11 16:54:00,Farm_02,pond,catfish,20.0,7.58,5.85,0.972,10.77,1126.0,25.13,good
2022-01-11 17:14:00,Farm_10,pond,catfish,15.3,8.39,6.43,1.2631,4.77,489.0,16.2,good
2022-01-12 13:03:00,Farm_01,pond,carp,19.7,9.15,6.41,1.4843,4.1,998.0,28.67,fair
2022-01-13 07:31:00,Farm_14,tank,bass,15.1,7.18,8.39,1.6729,10.65,473.0,3.48,good
2022-01-14 06:14:00,Farm_07,recirculating,tilapia,22.2,6.82,9.7,0.9334,56.69,257.0,5.26,good
2022-01-14 13:17:00,Farm_02,pond,catfish,18.5,8.89,7.98,1.1251,18.87,1825.0,54.28,good
2022-01-14 15:54:00,Farm_04,pond,hybrid_striped_bass,10.7,9.03,7.76,1.6648,21.61,185.0,25.89,poor
2022-01-15 16:59:00,Farm_09,pond,hybrid_striped_bass,15.5,8.48,7.61,2.0,14.96,948.0,23.94,good
2022-01-16 15:42:00,Farm_02,pond,carp,18.9,6.95,6.98,1.7473,12.06,1666.0,9.64,good
2022-01-17 11:01:00,Farm_07,recirculating,tilapia,22.2,6.69,9.67,0.6539,24.92,242.0,1.11,good
2022-01-18 08:48:00,Farm_13,pond,catfish,16.5,7.31,5.28,1.1532,7.83,1169.0,12.66,fair
2022-01-19 10:10:00,Farm_19,raceway,trout,13.1,7.68,7.8,0.9253,19.75,688.0,3.05,fair
2022-01-20 15:53:00,Farm_13,pond,hybrid_striped_bass,11.7,8.28,7.89,1.1333,7.89,319.0,7.88,fair
2022-01-21 07:27:00,Farm_08,pond,catfish,20.6,7.31,6.1,2.0,11.6,271.0,37.11,good
2022-01-21 11:24:00,Farm_05,pond,catfish,20.6,8.22,8.95,0.7243,13.88,1114.0,23.1,good
2022-01-21 11:38:00,Farm_20,recirculating,tilapia,23.6,7.65,7.38,1.3554,56.18,455.0,2.82,good
2022-01-21 14:47:00,Farm_12,pond,tilapia,17.8,7.77,6.71,1.0582,4.97,1432.0,22.88,good
2022-01-22 12:49:00,Farm_11,pond,tilapia,18.1,8.47,8.64,0.4602,4.59,960.0,11.52,good
2022-01-23 16:17:00,Farm_15,cage,salmon,9.9,7.96,8.94,1.8858,2.75,46544.0,12.42,fair
2022-01-24 09:22:00,Farm_18,tank,shrimp,24.9,8.07,7.61,1.7944,12.87,4029.0,0.5,good
2022-01-25 12:11:00,Farm_19,tank,shrimp,26.0,8.15,6.62,0.9532,2.37,3595.0,6.51,good
2022-01-26 07:49:00,Farm_20,raceway,salmon,11.6,7.48,8.31,1.4797,7.38,340.0,7.86,fair
2022-01-26 18:15:00,Farm_03,pond,catfish,17.7,7.04,4.39,0.7532,7.93,882.0,1.57,fair
2022-01-27 10:09:00,Farm_13,pond,carp,18.4,9.21,7.66,0.9509,15.15,173.0,14.91,fair
2022-01-28 17:24:00,Farm_11,tank,bass,17.6,7.5,6.63,2.0,5.91,196.0,2.25,good
2022-01-29 07:05:00,Farm_01,raceway,salmon,8.3,7.63,7.68,0.9101,19.39,695.0,6.1,fair
2022-01-30 08:05:00,Farm_06,tank,shrimp,24.1,8.15,7.35,1.0218,15.96,2101.0,4.42,good
2022-01-30 11:35:00,Farm_03,recirculating,tilapia,20.2,7.26,9.17,1.0269,32.55,846.0,4.4,good
2022-01-30 12:06:00,Farm_01,pond,catfish,16.4,9.15,8.39,1.9549,14.42,1079.0,16.18,fair
2022-01-30 13:23:00,Farm_09,pond,catfish,19.6,7.63,7.37,0.5649,19.81,602.0,30.65,good
2022-01-30 13:35:00,Farm_18,pond,hybrid_striped_bass,12.2,8.92,7.36,1.5116,5.08,751.0,40.04,fair
2022-01-31 15:50:00,Farm_11,tank,shrimp,23.6,7.57,7.63,0.9439,13.34,3511.0,3.65,good
2022-02-01 06:18:00,Farm_14,tank,shrimp,24.6,7.0,6.91,1.7379,18.69,3640.0,2.07,good
2022-02-02 18:05:00,Farm_18,raceway,trout,14.6,7.24,6.85,1.1049,7.75,311.0,2.88,poor
2022-02-03 08:08:00,Farm_09,raceway,salmon,12.0,7.96,8.69,1.8263,21.51,962.0,5.57,fair
2022-02-03 15:33:00,Farm_06,tank,shrimp,24.9,8.1,7.92,0.8453,11.41,2340.0,2.63,good
2022-02-04 10:31:00,Farm_05,pond,catfish,20.0,8.49,6.29,1.2645,7.53,1062.0,33.31,good
2022-02-05 08:27:00,Farm_09,tank,shrimp,26.0,7.9,8.52,1.0737,8.92,3003.0,6.59,good
2022-02-06 10:15:00,Farm_16,recirculating,tilapia,21.3,7.59,9.05,0.604,47.39,527.0,1.6,good
