datetime,station_id,karenia_brevis_cells_per_L,chlorophyll_a_ug_per_L,dissolved_oxygen_mg_per_L,ph,temperature_celsius,salinity_psu,conductivity_mS_per_cm,turbidity_NTU,bloom_level
2014-12-11 14:00:00,ST_016,11.0,10.61,12.58,8.11,20.1,28.3,40.62,4.05,background
2014-12-11 16:00:00,ST_018,6.0,1.36,12.54,8.14,18.0,34.4,45.81,2.0,background
2014-12-12 08:00:00,ST_024,257.0,3.65,12.57,8.08,22.1,35.8,52.63,3.0,background
2014-12-12 08:00:00,ST_001,43.0,4.88,12.11,8.35,18.0,36.0,47.5,0.1,background
2014-12-12 10:00:00,ST_023,3.0,1.68,12.89,8.13,18.0,34.7,46.47,2.64,background
2014-12-12 13:00:00,ST_021,16.0,2.12,10.93,8.22,18.0,30.7,40.82,2.34,background
2014-12-13 08:00:00,ST_020,11.0,5.93,12.19,8.09,18.0,28.7,38.21,4.56,background
2014-12-13 15:00:00,ST_022,308.0,6.12,11.24,8.12,19.3,34.3,46.98,1.83,background
2014-12-13 18:00:00,ST_007,44.0,5.59,10.5,8.06,18.8,31.1,42.26,3.31,background
2014-12-13 18:00:00,ST_010,13.0,5.25,12.65,8.04,20.1,34.5,48.85,4.06,background
2014-12-14 07:00:00,ST_006,822.0,3.38,12.82,8.32,19.7,29.1,41.64,0.78,background
2014-12-14 08:00:00,ST_016,139.0,3.95,11.47,8.11,18.0,32.0,43.82,3.45,background
2014-12-14 11:00:00,ST_003,92.0,8.38,11.73,8.13,19.1,32.7,44.78,3.0,background
2014-12-14 12:00:00,ST_017,73.0,5.68,11.71,8.14,21.2,31.8,46.54,4.06,background
2014-12-14 12:00:00,ST_022,101.0,5.15,12.88,8.03,22.2,33.2,48.47,3.8,background
2014-12-15 09:00:00,ST_001,43.0,6.09,11.47,8.19,18.0,32.3,43.81,2.26,background
2014-12-15 09:00:00,ST_015,46.0,2.35,11.5,8.29,20.1,30.3,42.16,3.22,background
2014-12-15 10:00:00,ST_013,11.0,4.26,12.37,8.2,20.3,33.0,46.93,3.59,background
2014-12-15 18:00:00,ST_009,142.0,8.28,11.2,8.09,20.6,34.1,49.1,3.62,background
2014-12-16 06:00:00,ST_009,10.0,4.24,10.66,8.24,21.3,30.9,44.65,3.64,background
2014-12-16 10:00:00,ST_019,4.0,2.78,12.5,8.25,18.0,29.7,40.05,0.4,background
2014-12-16 16:00:00,ST_012,6.0,9.47,12.79,8.17,19.6,31.0,42.94,5.1,background
2014-12-16 17:00:00,ST_019,185.0,2.23,13.27,8.13,18.0,31.3,41.68,2.93,background
2014-12-17 06:00:00,ST_022,7.0,4.78,12.43,7.99,18.9,31.9,43.03,3.94,background
2014-12-17 07:00:00,ST_015,69.0,3.77,13.11,8.22,18.3,28.0,38.44,4.44,background
2014-12-17 10:00:00,ST_006,14.0,1.51,13.28,8.19,20.7,30.2,42.1,3.02,background
2014-12-18 07:00:00,ST_021,3.0,9.65,12.66,8.18,18.4,35.2,47.97,3.79,background
2014-12-18 10:00:00,ST_012,5.0,4.44,13.1,8.02,18.8,32.6,43.96,0.4,background
2014-12-18 10:00:00,ST_023,8.0,5.68,10.8,8.23,19.8,37.5,52.54,3.48,background
2014-12-18 16:00:00,ST_017,1.0,7.45,11.87,8.05,19.7,29.8,42.59,1.37,background
2014-12-18 17:00:00,ST_025,128.0,6.72,13.11,8.18,18.0,30.6,40.91,3.26,background
2014-12-19 09:00:00,ST_005,396.0,7.3,12.42,8.19,18.5,35.1,47.62,0.36,background
2014-12-19 13:00:00,ST_024,14.0,3.48,11.87,8.14,20.0,30.7,42.86,4.12,background
2014-12-19 13:00:00,ST_005,18.0,8.31,12.96,8.19,20.1,30.0,42.14,1.82,background
2014-12-20 12:00:00,ST_023,27.0,7.37,12.87,8.07,20.5,31.9,45.89,1.97,background
2014-12-20 14:00:00,ST_016,2.0,1.79,11.4,8.15,18.0,31.7,41.94,4.13,background
2014-12-20 18:00:00,ST_018,5.0,8.22,11.94,8.1,18.6,29.9,40.74,2.43,background
2014-12-20 18:00:00,ST_022,2.0,1.67,11.64,8.18,19.1,30.6,41.17,2.13,background
2014-12-21 15:00:00,ST_003,1572.0,3.1,12.4,8.14,19.4,36.0,50.84,3.12,low
2014-12-21 16:00:00,ST_025,22.0,9.15,12.58,8.29,18.0,33.2,44.59,4.05,background
2014-12-21 18:00:00,ST_008,101.0,4.22,11.98,8.28,18.0,33.5,45.04,2.01,background
2014-12-22 06:00:00,ST_018,403.0,1.64,11.14,8.12,21.2,33.2,48.68,2.44,background
2014-12-22 11:00:00,ST_003,4.0,3.22,11.24,8.05,18.0,32.0,42.81,3.48,background
2014-12-22 14:00:00,ST_007,36.0,6.31,13.02,8.23,18.0,34.7,46.25,3.49,background
2014-12-22 14:00:00,ST_023,5.0,4.39,13.03,8.04,18.2,30.3,40.44,2.87,background
2014-12-22 15:00:00,ST_004,950.0,8.44,11.44,8.2,20.6,33.1,46.96,3.9,background
2014-12-23 07:00:00,ST_022,16.0,4.79,11.31,8.14,19.1,33.4,45.88,0.89,background
2014-12-23 08:00:00,ST_011,2.0,4.36,12.75,8.09,18.7,34.8,47.62,2.87,background
2014-12-23 14:00:00,ST_015,417.0,4.74,12.88,8.13,18.9,32.4,44.27,3.36,background
2014-12-24 13:00:00,ST_003,470.0,3.7,12.82,8.04,20.4,31.9,45.75,3.26,background
2014-12-24 14:00:00,ST_015,17.0,5.67,10.46,8.14,19.3,31.8,44.63,3.88,background
2014-12-24 17:00:00,ST_019,8.0,9.07,13.28,8.22,19.4,35.3,48.93,2.21,background
2014-12-25 13:00:00,ST_005,7.0,6.04,11.92,8.21,20.2,32.5,45.17,1.71,background
2014-12-25 14:00:00,ST_014,65.0,8.1,12.32,8.07,20.6,31.0,44.52,3.13,background
2014-12-26 12:00:00,ST_009,2.0,1.98,13.27,8.07,18.0,35.3,47.62,1.81,background
2014-12-26 14:00:00,ST_015,0.0,4.04,12.65,8.15,18.6,32.0,43.69,3.87,background
2014-12-26 15:00:00,ST_002,15.0,5.08,12.33,8.14,20.2,34.9,49.91,3.0,background
2014-12-26 16:00:00,ST_010,4.0,2.02,11.63,8.04,18.0,32.7,44.43,4.18,background
2014-12-26 17:00:00,ST_001,7.0,7.96,12.71,8.17,18.1,29.9,39.59,2.23,background
2014-12-27 15:00:00,ST_003,4.0,5.04,11.94,8.25,19.7,30.0,41.55,4.37,background
2014-12-27 17:00:00,ST_007,51.0,3.65,10.81,8.06,19.8,32.9,46.57,3.96,background
2014-12-28 12:00:00,ST_012,142.0,7.13,12.87,8.09,20.1,32.8,45.53,3.58,background
2014-12-28 17:00:00,ST_003,7.0,3.5,13.18,8.17,20.2,31.4,44.84,1.97,background
2014-12-29 06:00:00,ST_010,6.0,8.39,12.4,8.06,21.1,30.7,43.83,9.86,background
2014-12-29 07:00:00,ST_016,93.0,3.89,12.26,8.12,18.4,32.0,43.18,3.85,background
2014-12-30 08:00:00,ST_025,557.0,2.17,12.98,8.21,20.8,35.2,50.08,2.71,background
2014-12-30 08:00:00,ST_025,0.0,5.48,11.76,8.16,18.5,32.4,43.06,3.35,background
2014-12-30 11:00:00,ST_013,199.0,1.38,12.38,8.24,22.7,33.8,49.99,3.37,background
2014-12-30 16:00:00,ST_024,4.0,6.71,13.56,8.06,19.1,32.0,43.65,4.04,background
2014-12-30 16:00:00,ST_014,426.0,3.12,11.44,8.19,18.7,32.6,43.51,2.66,background
2014-12-31 07:00:00,ST_022,118.0,8.37,12.43,8.12,18.0,33.5,45.13,2.64,background
2014-12-31 08:00:00,ST_021,23.0,4.96,13.03,8.23,18.0,29.1,39.24,2.88,background
2014-12-31 11:00:00,ST_004,181.0,1.49,12.97,8.19,18.7,33.0,45.31,3.91,background
2014-12-31 12:00:00,ST_013,75.0,5.5,11.23,8.17,19.0,31.8,44.24,10.55,background
2014-12-31 16:00:00,ST_018,22.0,5.67,12.65,8.29,18.0,33.5,44.18,3.1,background
2015-01-01 14:00:00,ST_005,16.0,8.11,11.33,8.32,21.1,32.5,46.73,3.69,background
2015-01-01 14:00:00,ST_013,22.0,3.51,12.04,8.27,19.2,29.0,40.1,1.21,background
2015-01-01 17:00:00,ST_008,52.0,7.61,12.68,8.08,18.9,35.2,47.78,1.29,background
2015-01-02 10:00:00,ST_015,194.0,3.84,13.39,8.23,18.0,29.7,40.14,3.36,background
2015-01-02 18:00:00,ST_001,0.0,7.74,11.32,8.12,18.6,35.0,47.75,5.93,background
2015-01-03 08:00:00,ST_009,15.0,2.73,12.98,8.15,18.7,34.5,46.37,0.54,background
2015-01-03 09:00:00,ST_024,59.0,7.34,10.49,8.19,22.4,32.2,48.54,1.2,background
2015-01-03 09:00:00,ST_008,156.0,4.76,13.37,8.06,18.0,34.6,47.35,2.43,background
2015-01-03 13:00:00,ST_012,145.0,5.91,13.63,8.23,18.0,32.2,43.12,4.71,background
2015-01-03 14:00:00,ST_013,201.0,3.92,11.61,8.28,18.7,34.8,47.59,3.72,background
2015-01-04 06:00:00,ST_022,7.0,5.0,12.66,8.09,21.1,35.5,50.1,3.37,background
2015-01-04 12:00:00,ST_020,1397.0,7.07,12.65,8.01,21.3,32.3,46.45,4.19,low
2015-01-05 07:00:00,ST_004,33.0,4.79,12.94,8.06,18.0,32.3,43.3,3.45,background
2015-01-05 09:00:00,ST_007,8.0,3.9,12.81,8.05,20.0,32.2,44.69,2.21,background
2015-01-06 13:00:00,ST_020,95.0,3.77,12.35,8.11,21.0,31.6,45.29,3.75,background
2015-01-06 16:00:00,ST_023,5.0,6.54,11.94,8.12,20.8,32.0,45.3,1.28,background
2015-01-07 06:00:00,ST_013,18.0,7.75,11.84,8.19,19.6,32.1,44.67,1.96,background
2015-01-07 09:00:00,ST_024,1.0,1.89,11.66,8.16,18.3,36.1,49.23,2.23,background
2015-01-08 08:00:00,ST_017,27.0,4.99,13.84,8.13,18.0,34.3,45.42,15.86,background
2015-01-08 09:00:00,ST_025,51.0,6.95,11.29,8.21,22.0,33.9,49.15,2.75,background
2015-01-08 09:00:00,ST_018,8.0,5.55,10.93,8.14,18.0,31.5,42.82,4.05,background
2015-01-08 10:00:00,ST_008,71.0,6.0,11.67,8.21,19.3,34.6,48.09,3.15,background
2015-01-08 18:00:00,ST_002,123.0,6.28,12.06,8.21,19.4,29.2,39.99,3.04,background
2015-01-09 10:00:00,ST_005,97.0,3.07,11.4,8.19,20.5,34.7,49.47,3.21,background
2015-01-09 11:00:00,ST_008,10.0,5.79,12.88,8.03,21.1,34.5,48.54,2.94,background
2015-01-09 15:00:00,ST_020,40.0,4.19,11.22,8.2,18.2,35.3,48.49,3.93,background
2015-01-09 18:00:00,ST_022,34.0,7.86,11.8,8.14,21.2,33.0,47.53,0.57,background
2015-01-10 10:00:00,ST_002,94.0,6.42,12.46,8.26,18.1,31.6,42.05,3.57,background
2015-01-10 12:00:00,ST_010,21.0,5.08,11.3,8.1,19.4,34.4,48.02,4.55,background
2015-01-10 14:00:00,ST_019,14.0,3.24,11.78,8.26,19.4,34.0,47.36,1.54,background
2015-01-11 12:00:00,ST_018,40.0,4.28,11.66,8.14,20.2,28.7,39.42,3.32,background
2015-01-11 13:00:00,ST_002,11.0,3.04,11.22,8.22,21.0,33.9,49.27,1.46,background
2015-01-11 16:00:00,ST_022,35.0,7.2,11.25,8.16,21.0,33.5,48.43,3.91,background
2015-01-12 11:00:00,ST_023,2.0,9.07,11.79,8.09,19.6,30.6,42.93,2.41,background
2015-01-12 12:00:00,ST_017,140.0,1.23,12.65,8.15,19.9,34.1,47.62,2.83,background
2015-01-12 12:00:00,ST_014,77.0,3.6,10.69,8.22,19.9,33.7,48.27,4.84,background
2015-01-12 16:00:00,ST_022,244.0,6.37,10.86,8.1,18.8,34.3,47.54,0.93,background
2015-01-13 08:00:00,ST_025,354.0,7.05,10.28,8.22,20.5,33.0,47.41,3.86,background
2015-01-13 10:00:00,ST_013,2.0,3.78,12.95,8.32,20.5,35.7,50.34,10.4,background
2015-01-13 14:00:00,ST_016,5.0,4.21,13.59,8.15,18.9,30.8,42.39,4.1,background
2015-01-14 09:00:00,ST_010,34.0,4.86,11.73,8.18,18.8,33.2,44.82,3.0,background
2015-01-14 17:00:00,ST_005,2.0,1.82,12.74,8.09,20.2,29.7,40.88,3.22,background
2015-01-14 18:00:00,ST_015,2.0,3.54,10.84,8.09,19.5,33.9,47.51,3.62,background
2015-01-15 12:00:00,ST_018,5.0,3.33,10.67,8.17,19.1,34.3,47.67,0.95,background
2015-01-15 14:00:00,ST_014,42.0,4.42,12.61,8.12,19.9,35.7,49.35,3.29,background
2015-01-16 10:00:00,ST_007,222.0,7.62,11.78,8.21,18.7,30.3,41.41,2.97,background
2015-01-16 11:00:00,ST_021,3213.0,7.04,12.73,8.16,20.6,34.1,48.3,3.13,low
2015-01-16 12:00:00,ST_008,4.0,5.27,10.88,8.2,19.4,35.3,47.84,3.5,background
2015-01-17 07:00:00,ST_018,8.0,3.01,11.97,8.16,21.8,31.3,45.75,2.49,background
2015-01-17 13:00:00,ST_012,324.0,4.27,11.99,8.23,20.4,32.1,46.3,4.04,background
2015-01-18 06:00:00,ST_009,431.0,4.0,11.58,8.18,18.0,31.7,42.83,2.2,background
2015-01-18 12:00:00,ST_022,1.0,5.61,12.97,8.22,19.4,32.6,44.91,2.93,background
2015-01-18 15:00:00,ST_020,10.0,2.85,13.25,8.18,18.9,34.0,46.42,1.15,background
2015-01-19 07:00:00,ST_007,20.0,7.06,10.57,8.18,18.2,32.1,43.79,1.68,background
2015-01-19 18:00:00,ST_025,575.0,4.47,12.4,8.21,19.4,34.6,47.95,0.8,background
2015-01-20 06:00:00,ST_007,11.0,7.57,12.64,8.25,20.4,35.0,50.4,15.23,background
2015-01-20 11:00:00,ST_010,8.0,9.39,10.5,8.18,18.5,31.6,43.5,3.34,background
2015-01-20 13:00:00,ST_007,310.0,7.83,11.82,7.99,21.1,32.0,45.53,11.45,background
2015-01-21 13:00:00,ST_008,89.0,7.29,12.43,8.16,20.7,29.3,41.65,2.48,background
2015-01-21 17:00:00,ST_004,109.0,5.75,12.5,8.23,19.0,29.2,40.91,1.42,background
2015-01-21 17:00:00,ST_025,7.0,1.96,12.22,8.23,19.2,34.0,47.52,8.84,background
2015-01-22 12:00:00,ST_008,5.0,4.86,12.73,8.25,21.9,32.6,47.25,2.46,background
2015-01-22 14:00:00,ST_011,201.0,6.2,12.37,8.24,22.6,35.7,52.48,11.21,background
2015-01-22 18:00:00,ST_010,43.0,7.33,11.53,8.21,19.2,35.8,48.71,1.88,background
2015-01-23 10:00:00,ST_009,49.0,2.32,11.13,8.2,18.0,31.5,41.43,2.39,background
2015-01-23 11:00:00,ST_017,68.0,6.58,11.4,8.12,18.0,35.4,47.46,0.9,background
2015-01-23 13:00:00,ST_015,9.0,1.28,12.59,8.1,18.0,31.7,42.41,1.8,background
2015-01-23 13:00:00,ST_018,2.0,4.32,12.83,8.11,18.0,31.7,42.51,2.09,background
2015-01-23 16:00:00,ST_012,115.0,2.48,12.37,8.29,19.3,31.7,44.61,1.39,background
2015-01-24 13:00:00,ST_025,67.0,4.07,11.18,8.34,21.1,32.0,45.94,4.34,background
2015-01-24 18:00:00,ST_024,25.0,6.44,11.67,8.03,18.0,29.1,38.47,2.25,background
2015-01-25 06:00:00,ST_019,173.0,2.51,12.08,8.04,18.0,30.3,41.02,2.34,background
2015-01-25 09:00:00,ST_012,46.0,1.79,10.3,8.16,21.4,34.8,50.99,2.24,background
2015-01-25 09:00:00,ST_024,416.0,6.81,10.97,8.17,21.1,31.9,46.3,2.61,background
2015-01-25 11:00:00,ST_014,24.0,1.95,12.69,8.09,19.5,32.9,45.86,3.23,background
2015-01-26 06:00:00,ST_009,7.0,5.8,12.41,8.26,21.4,31.8,46.3,3.84,background
2015-01-26 14:00:00,ST_019,354.0,1.37,11.7,8.2,20.8,34.0,48.45,2.93,background
2015-01-26 15:00:00,ST_024,615.0,4.43,12.59,8.2,22.2,34.8,51.3,0.6,background
2015-01-27 09:00:00,ST_013,44.0,1.07,11.42,8.18,19.3,30.1,41.68,2.97,background
2015-01-27 09:00:00,ST_011,150.0,1.28,11.46,8.2,21.3,29.4,42.48,2.74,background
2015-01-27 10:00:00,ST_005,14.0,3.26,13.13,8.1,19.5,34.5,47.29,2.71,background
2015-01-27 13:00:00,ST_018,30.0,5.07,13.33,8.23,20.3,29.6,41.76,13.07,background
2015-01-27 15:00:00,ST_008,4.0,2.46,11.32,8.19,18.0,31.6,43.07,3.65,background
2015-01-28 10:00:00,ST_025,232.0,4.2,10.1,8.28,21.9,34.5,50.43,2.27,background
2015-01-28 13:00:00,ST_024,7.0,6.48,10.79,8.24,18.6,32.8,43.85,2.95,background
2015-01-28 13:00:00,ST_015,189.0,4.8,11.04,8.07,18.0,35.0,46.31,1.17,background
2015-01-28 16:00:00,ST_024,104.0,1.52,12.6,8.11,18.8,29.4,40.52,1.67,background
2015-01-29 08:00:00,ST_005,2120.0,8.83,12.06,8.18,20.5,36.2,51.11,4.54,low
2015-01-29 17:00:00,ST_012,141.0,6.6,12.02,8.16,19.7,29.4,40.79,0.85,background
2015-01-29 17:00:00,ST_018,51.0,1.87,12.17,8.24,21.0,35.1,50.83,3.18,background
2015-01-30 06:00:00,ST_025,3.0,6.56,11.47,8.13,20.4,29.0,40.65,1.23,background
2015-01-30 07:00:00,ST_022,48.0,7.4,13.01,8.18,18.4,35.6,47.96,4.74,background
2015-01-30 08:00:00,ST_018,83.0,2.43,9.92,8.24,21.0,32.1,46.27,0.1,background
2015-01-30 14:00:00,ST_002,54.0,4.08,12.66,8.19,21.5,34.4,50.45,0.1,background
2015-01-30 16:00:00,ST_002,107.0,3.83,12.73,8.33,20.5,34.3,49.06,4.31,background
2015-01-31 12:00:00,ST_005,87.0,9.17,13.05,8.07,21.1,29.6,41.69,1.45,background
2015-01-31 16:00:00,ST_008,2.0,2.84,10.81,8.32,19.3,29.5,40.86,3.0,background
2015-02-01 06:00:00,ST_007,225.0,5.29,13.36,8.12,20.3,34.5,49.03,0.64,background
2015-02-01 17:00:00,ST_005,13.0,7.0,10.32,8.27,22.7,35.0,51.68,3.25,background
2015-02-02 11:00:00,ST_002,42.0,6.17,11.77,8.04,21.2,31.4,45.93,2.99,background
2015-02-02 13:00:00,ST_022,440.0,6.46,11.43,8.21,20.4,29.5,41.93,3.35,background
2015-02-02 13:00:00,ST_001,12.0,3.64,12.05,8.25,18.9,30.4,41.74,0.45,background
2015-02-02 15:00:00,ST_021,253.0,4.19,12.2,8.29,23.1,30.0,45.43,3.25,background
2015-02-02 16:00:00,ST_020,40.0,2.62,12.01,8.28,21.0,30.0,43.11,6.64,background
2015-02-03 12:00:00,ST_001,108.0,2.68,12.13,8.24,22.8,34.9,51.81,1.28,background
2015-02-03 14:00:00,ST_018,2.0,2.42,11.03,8.15,22.3,33.5,50.4,4.18,background
2015-02-04 10:00:00,ST_018,4.0,2.5,11.3,8.33,20.3,33.0,46.53,5.19,background
2015-02-04 14:00:00,ST_024,0.0,6.29,11.74,8.01,19.4,30.1,41.82,1.01,background
2015-02-05 06:00:00,ST_017,12.0,9.24,12.54,8.05,20.2,29.7,41.47,3.57,background
2015-02-05 07:00:00,ST_004,11.0,3.83,12.78,8.02,22.7,32.2,47.33,2.1,background
2015-02-05 12:00:00,ST_006,23.0,1.49,11.01,8.32,20.6,32.2,45.88,4.59,background
2015-02-05 17:00:00,ST_022,10.0,5.81,11.49,8.29,21.7,35.7,51.75,3.42,background
2015-02-06 09:00:00,ST_007,6.0,4.78,10.6,8.35,22.6,36.8,55.5,2.02,background
2015-02-06 10:00:00,ST_012,18.0,2.19,11.86,8.27,21.6,30.6,45.02,1.51,background
2015-02-06 15:00:00,ST_017,964.0,5.85,12.7,8.16,20.8,34.0,49.03,2.72,background
2015-02-07 07:00:00,ST_012,38.0,1.81,11.96,8.2,23.8,33.3,50.51,2.19,background
2015-02-07 12:00:00,ST_015,8.0,9.69,12.06,8.08,20.7,32.0,45.5,2.93,background
2015-02-07 15:00:00,ST_008,12.0,6.3,12.17,8.17,20.7,32.2,45.54,5.18,background
2015-02-07 18:00:00,ST_013,0.0,7.69,12.01,8.06,18.7,33.3,45.27,2.24,background
2015-02-08 07:00:00,ST_021,32.0,8.28,10.67,8.32,23.8,30.0,46.41,11.09,background
2015-02-08 10:00:00,ST_022,216.0,8.14,12.55,8.34,20.0,34.5,49.16,1.13,background
2015-02-08 16:00:00,ST_025,9.0,2.08,11.28,8.24,23.4,28.3,43.1,1.41,background
2015-02-09 07:00:00,ST_013,161.0,7.03,11.67,8.12,23.3,30.7,47.07,2.74,background
2015-02-09 12:00:00,ST_013,476.0,2.19,13.25,8.16,20.8,30.5,44.82,3.65,background
2015-02-10 06:00:00,ST_021,189.0,4.34,12.09,8.06,22.0,34.0,50.81,3.77,background
2015-02-10 06:00:00,ST_023,1.0,4.27,11.97,8.23,23.7,32.3,48.82,1.76,background
2015-02-10 08:00:00,ST_003,8.0,5.62,11.21,8.31,21.6,32.0,45.3,3.01,background
2015-02-10 13:00:00,ST_014,78.0,1.13,11.67,8.35,22.5,30.6,45.76,1.99,background
2015-02-10 16:00:00,ST_011,39.0,1.86,11.79,8.24,21.9,30.0,44.15,1.12,background
2015-02-11 09:00:00,ST_007,3.0,3.54,11.3,8.24,19.7,29.5,41.1,2.07,background
2015-02-11 14:00:00,ST_002,33.0,6.52,12.77,8.23,20.3,35.5,50.21,4.82,background
2015-02-12 06:00:00,ST_006,73.0,4.13,11.87,8.21,22.1,30.5,44.91,2.97,background
2015-02-12 07:00:00,ST_022,2229.0,8.68,10.76,8.29,20.4,29.9,41.54,3.97,low
2015-02-12 10:00:00,ST_018,76.0,3.73,12.08,8.11,22.7,35.1,52.99,2.06,background
2015-02-12 10:00:00,ST_002,6.0,4.41,10.27,8.28,23.1,36.7,55.76,3.66,background
2015-02-12 15:00:00,ST_022,57.0,2.45,11.73,8.2,19.5,31.4,44.43,2.21,background
2015-02-13 06:00:00,ST_007,78.0,8.29,10.55,8.2,22.4,33.4,49.47,10.92,background
2015-02-13 12:00:00,ST_003,4.0,2.0,10.19,8.12,21.7,31.3,46.29,2.22,background
2015-02-13 15:00:00,ST_005,64.0,2.19,11.34,8.23,23.7,31.0,46.46,3.16,background
2015-02-13 18:00:00,ST_023,8.0,3.7,11.54,8.21,21.7,33.3,48.96,3.33,background
2015-02-14 08:00:00,ST_019,120.0,3.93,12.34,8.17,21.2,34.0,49.47,3.56,background
2015-02-14 09:00:00,ST_019,84.0,5.47,11.08,8.15,22.0,30.4,43.92,3.3,background
2015-02-14 12:00:00,ST_022,325.0,2.41,10.56,8.23,21.4,33.1,47.12,0.69,background
2015-02-14 14:00:00,ST_011,226.0,7.4,10.79,8.29,21.0,30.5,43.65,3.84,background
2015-02-15 08:00:00,ST_023,138.0,8.3,11.98,8.25,20.0,28.2,40.03,0.75,background
2015-02-15 11:00:00,ST_002,4132.0,8.11,11.72,8.24,23.1,29.9,45.52,3.81,low
2015-02-15 14:00:00,ST_024,208.0,7.44,10.48,8.12,20.7,34.7,49.97,1.94,background
2015-02-15 17:00:00,ST_003,286.0,5.07,12.79,8.06,22.9,35.3,52.62,4.18,background
2015-02-15 18:00:00,ST_024,17.0,6.66,11.12,8.19,25.2,32.4,50.72,2.22,background
2015-02-16 07:00:00,ST_011,208.0,7.42,11.8,8.26,21.5,30.2,44.26,1.95,background
2015-02-16 12:00:00,ST_008,2379.0,8.49,10.59,8.31,21.7,33.3,48.75,1.8,low
2015-02-17 06:00:00,ST_021,421.0,3.96,10.72,8.41,21.0,28.7,40.56,2.75,background
2015-02-17 10:00:00,ST_015,25.0,3.17,10.51,8.05,23.9,34.2,51.98,3.86,background
2015-02-17 11:00:00,ST_018,242.0,6.91,11.51,8.18,23.1,33.4,50.76,3.84,background
2015-02-17 13:00:00,ST_008,26.0,4.49,10.86,8.18,22.3,34.7,50.77,2.35,background
2015-02-17 18:00:00,ST_011,199.0,3.74,10.19,8.11,22.2,29.3,42.94,0.78,background
2015-02-18 07:00:00,ST_025,13.0,6.92,11.76,8.04,21.1,33.6,47.43,1.37,background
2015-02-18 12:00:00,ST_006,15.0,8.0,11.61,8.17,22.8,33.0,49.65,1.59,background
2015-02-18 15:00:00,ST_010,76.0,10.39,10.99,8.19,22.1,29.9,43.4,2.76,background
2015-02-18 16:00:00,ST_019,209.0,4.87,10.29,8.21,23.9,35.0,52.4,2.6,background
2015-02-18 16:00:00,ST_013,80.0,2.76,12.04,8.15,20.9,34.6,49.64,4.07,background
2015-02-19 07:00:00,ST_009,70.0,2.84,11.94,8.25,21.0,32.4,45.66,2.79,background
2015-02-19 08:00:00,ST_013,70.0,3.5,10.96,8.27,21.5,31.8,45.51,2.23,background
2015-02-19 17:00:00,ST_003,189.0,10.19,9.67,8.23,19.8,35.2,49.57,3.52,background
2015-02-20 07:00:00,ST_003,40.0,5.35,11.77,8.16,22.8,32.4,47.58,2.54,background
2015-02-20 11:00:00,ST_012,137.0,4.0,11.31,8.38,20.8,31.2,43.87,3.89,background
2015-02-20 17:00:00,ST_013,130.0,5.32,11.25,8.09,23.6,31.1,46.63,1.03,background
2015-02-21 10:00:00,ST_015,135.0,8.89,9.69,8.19,23.3,35.9,54.06,2.44,background
2015-02-21 11:00:00,ST_025,11.0,5.37,12.02,8.19,23.5,32.7,48.62,3.12,background
2015-02-22 07:00:00,ST_006,18.0,6.66,12.16,8.21,20.7,34.0,48.41,3.58,background
2015-02-22 07:00:00,ST_005,17.0,4.89,11.32,8.04,22.4,30.5,44.97,3.19,background
2015-02-22 12:00:00,ST_015,168.0,3.26,11.64,8.31,25.2,29.9,47.11,2.16,background
2015-02-22 14:00:00,ST_018,96.0,6.38,11.46,8.28,24.1,33.2,51.26,2.0,background
2015-02-23 07:00:00,ST_001,47.0,2.08,11.73,8.26,22.0,33.1,47.88,3.07,background
2015-02-23 07:00:00,ST_012,250.0,4.39,10.98,8.19,23.3,33.3,49.63,0.12,background
2015-02-23 14:00:00,ST_003,143.0,10.98,11.41,8.27,23.6,30.2,45.08,3.69,background
2015-02-23 15:00:00,ST_020,43.0,4.69,10.48,8.15,23.8,36.8,56.43,1.96,background
2015-02-23 18:00:00,ST_011,11.0,3.72,11.56,8.24,23.0,34.0,51.13,0.91,background
2015-02-24 06:00:00,ST_010,14.0,3.46,11.33,8.22,21.2,31.5,45.17,4.92,background
2015-02-24 09:00:00,ST_019,30.0,5.86,12.11,8.15,23.3,34.4,52.45,4.11,background
2015-02-24 12:00:00,ST_013,4.0,2.44,9.66,8.18,21.4,35.9,51.28,3.55,background
2015-02-24 17:00:00,ST_018,15.0,3.37,11.29,8.25,22.7,29.2,44.19,3.68,background
2015-02-24 18:00:00,ST_003,77.0,6.69,11.62,8.26,21.1,31.8,45.85,15.36,background
2015-02-25 08:00:00,ST_005,472.0,6.52,10.66,8.15,23.2,33.6,51.0,4.29,background
2015-02-25 10:00:00,ST_010,384.0,8.38,10.16,8.11,24.3,33.9,51.41,0.44,background
2015-02-25 16:00:00,ST_013,57.0,10.54,10.57,8.16,24.5,31.9,48.43,1.37,background
2015-02-26 07:00:00,ST_006,703.0,4.15,10.71,8.23,23.5,35.3,53.09,2.39,background
2015-02-26 12:00:00,ST_009,2.0,2.05,9.88,8.2,24.8,34.4,53.49,17.09,background
2015-02-26 12:00:00,ST_010,2115.0,5.87,11.67,8.26,22.2,30.3,44.09,4.12,low
2015-02-26 13:00:00,ST_005,54.0,8.81,10.74,8.31,20.9,34.5,49.13,11.68,background
2015-02-27 09:00:00,ST_024,14.0,8.01,10.85,8.12,22.3,33.2,49.12,3.51,background
2015-02-27 11:00:00,ST_009,87.0,2.43,12.34,8.1,23.8,33.3,50.08,2.75,background
